userId,ArtistID,prediction
4,1,0.011203071
7,1,0.013967432
9,1,0.41260139
14,1,0.008287881
16,1,0.008442006
28,1,0.005053726
32,1,0.011579729
33,1,0.011916002
34,1,0.012235791
36,1,0.012131942
38,1,0.008643935
39,1,0.006631242
40,1,0.011793197
41,1,0.012420412
42,1,0.010712673
49,1,0.007159553
52,1,0.009529948
58,1,0.007921937
62,1,0.010148921
63,1,0.009914024
64,1,0.010584922
69,1,0.011025044
70,1,0.01203139
72,1,0.005263897
75,1,0.011479177
77,1,0.010603054
79,1,0.0093478
86,1,0.011577257
95,1,0.009162355
99,1,0.009557146
101,1,0.012297606
104,1,0.01589276
105,1,0.010027764
106,1,0.009644511
115,1,0.000156339
124,1,0.010223099
133,1,0.010301398
134,1,0.009374999
136,1,0.011003615
140,1,0.011227797
146,1,0.012164086
147,1,0.013298183
151,1,0.008692562
153,1,0.010561844
158,1,0.010346729
161,1,0.014189966
168,1,0.011522036
173,1,0.011832758
176,1,0.012098975
179,1,0.011221203
184,1,0.010034357
185,1,0.006025456
187,1,0.011817923
192,1,0.003412747
194,1,0.012740201
196,1,0.013407802
198,1,0.013005593
203,1,0.008644759
206,1,0.008657122
210,1,0.011341536
212,1,0.007866715
214,1,0.01074152
218,1,0.009555498
219,1,0.013605609
225,1,0.014026775
227,1,0.01277152
229,1,0.002831687
230,1,0.013362471
232,1,0.013753141
240,1,0.00987776
241,1,0.01326027
242,1,0.010147273
243,1,0.013099551
250,1,0.011789076
254,1,0.011658853
255,1,0.010457171
259,1,0.007557641
266,1,0.009448352
268,1,0.009986554
270,1,-0.00163382
273,1,0.012330574
275,1,0.00771836
282,1,0.012807785
288,1,0.011757756
289,1,0.013197631
290,1,0.004592999
291,1,0.00590842
297,1,0.012867128
302,1,0.012008313
311,1,0.009711272
313,1,0.01023711
314,1,0.00888048
315,1,0.012117107
318,1,0.013542146
319,1,0.010187658
322,1,0.013406977
324,1,0.012153372
330,1,0.011759405
333,1,0.008049687
335,1,0.013229775
341,1,0.004130624
344,1,0.000409368
346,1,0.013378131
348,1,0.007410934
351,1,0.00958929
352,1,0.009677479
360,1,0.000590691
367,1,0.012703936
369,1,0.011992653
374,1,-0.0022973
377,1,0.014711684
378,1,0.011146201
380,1,0.013355877
382,1,0.010185186
386,1,0.007668908
393,1,0.009074166
394,1,0.004995208
402,1,0.014671298
407,1,0.00624799
421,1,0.010908008
426,1,0.012366839
434,1,0.005408956
443,1,0.011786603
444,1,0.006623
450,1,0.012271232
451,1,0.014096832
452,1,0.007639237
457,1,0.010336838
462,1,0.012055292
466,1,0.010743168
471,1,0.009660171
480,1,0.010994549
482,1,0.00968737
485,1,0.007915343
488,1,0.010279969
508,1,0.003988862
510,1,0.002300903
516,1,0.012797071
519,1,0.01170748
521,1,0.012755861
529,1,0.011798142
531,1,0.012511898
533,1,0.007682095
536,1,0.009440934
541,1,0.015176532
542,1,-0.001000012
552,1,-3.08E-05
557,1,0.011822044
562,1,0.011404175
563,1,0.011729734
566,1,0.009693963
569,1,0.009998917
570,1,0.010072271
578,1,0.010965702
580,1,0.012384971
585,1,0.011621764
586,1,0.00544522
587,1,0.012200351
592,1,0.014335025
606,1,0.012877842
608,1,0.00660734
611,1,0.005939739
618,1,0.004250133
622,1,0.012080842
624,1,0.01016046
627,1,0.012253924
628,1,0.010204966
629,1,0.012670144
632,1,0.013524838
636,1,0.011150322
637,1,0.007967268
639,1,0.007809022
641,1,0.013498464
644,1,0.00970303
646,1,0.011297854
647,1,0.012169856
656,1,0.007293897
657,1,0.011961333
658,1,0.010322003
659,1,0.013943531
665,1,0.010165405
669,1,0.011726437
674,1,0.011208016
676,1,0.009504398
678,1,0.009318953
679,1,0.011223676
680,1,0.013693799
687,1,0.003735008
689,1,0.007672205
692,1,0.012998175
697,1,0.012851468
699,1,0.012266287
705,1,0.012117931
707,1,0.005764185
710,1,0.009262908
713,1,0.012043753
715,1,0.010870095
719,1,0.010049193
721,1,0.010466237
725,1,0.00915741
732,1,0.013190213
736,1,0.011486595
737,1,0.011626709
742,1,0.007033451
744,1,0.009059331
749,1,0.014058094
752,1,0.008371125
758,1,0.011883035
762,1,0.008535965
764,1,0.012313266
768,1,0.002228374
771,1,0.006364202
776,1,0.009548904
777,1,0.010795093
784,1,0.012614099
785,1,0.010285738
786,1,0.011189059
793,1,0.012160789
797,1,-0.000524449
798,1,0.007989521
805,1,0.007885672
819,1,0.008390081
820,1,0.000657451
823,1,0.013786109
827,1,0.007061474
828,1,0.008744487
836,1,0.009004109
841,1,0.007860946
842,1,0.009927212
846,1,0.012029742
848,1,0.011645665
850,1,0.013453957
854,1,0.008249143
858,1,0.010570911
861,1,0.011775889
864,1,0.010801686
865,1,0.008297771
869,1,-0.000376093
877,1,0.011175872
884,1,0.011122299
887,1,0.009990675
889,1,0.009355218
891,1,0.011104991
893,1,0.00909065
896,1,0.011969575
897,1,0.007410934
900,1,0.008133756
903,1,0.013769625
915,1,0.011289612
916,1,0.012014082
920,1,0.010416785
922,1,0.008919217
924,1,0.00904944
927,1,0.01198029
928,1,0.00797551
929,1,0.006832346
930,1,0.013566048
934,1,0.010050017
935,1,0.009888474
948,1,0.009600005
949,1,0.011418187
950,1,0.010987955
958,1,0.008570581
963,1,0.007211478
968,1,0.011537695
977,1,0.007128234
978,1,0.011635775
979,1,0.011494837
981,1,0.010762125
984,1,0.013678963
987,1,0.011406648
989,1,0.010703607
990,1,0.012159141
993,1,0.007218071
996,1,0.007141421
997,1,0.011981938
998,1,0.008616736
999,1,0.010756355
1004,1,0.001237687
1005,1,0.010724211
1011,1,0.012009137
1012,1,0.010231341
1015,1,0.008922514
1019,1,0.010702782
1021,1,0.01182122
1027,1,0.013411098
1029,1,0.011215434
1034,1,0.010786851
1037,1,0.003828143
1041,1,0.009526651
1044,1,0.011446209
1047,1,0.008085952
1049,1,0.007822209
1052,1,0.011054715
1054,1,0.014363048
1055,1,0.008666188
1056,1,0.012267111
1057,1,0.010514041
1060,1,0.012760806
1063,1,0.008901084
1064,1,0.006974108
1067,1,0.011934135
1069,1,0.011470935
1078,1,0.006749102
1081,1,0.006412005
1085,1,0.012166559
1086,1,0.010339311
1097,1,0.013528135
1098,1,0.007332635
1100,1,0.008228539
1104,1,0.010884106
1108,1,0.00896702
1118,1,0.011817099
1120,1,0.008812071
1125,1,0.007890617
1130,1,0.009581048
1131,1,0.007707645
1133,1,0.010772015
1137,1,0.009499453
1140,1,0.00987199
1144,1,0.008141173
1145,1,0.01113219
1147,1,0.008060402
1148,1,0.009052737
1150,1,0.013847924
1151,1,0.01043739
1154,1,0.010081337
1158,1,0.010902238
1163,1,0.005052078
1164,1,0.012136063
1167,1,0.005179004
1170,1,0.011200598
1172,1,0.01103411
1173,1,0.012845698
1177,1,0.011723964
1187,1,0.009310711
1196,1,0.011951443
1198,1,0.011878914
1199,1,0.011300326
1210,1,0.015652094
1212,1,0.011283018
1213,1,0.005987543
1221,1,0.002169031
1224,1,0.008683496
1230,1,0.004264144
1231,1,0.011314338
1236,1,0.014599593
1237,1,0.011097573
1239,1,0.011668743
1240,1,0.010476952
1246,1,0.010701134
1290,1,0.000179416
1296,1,0.010336014
1299,1,0.011446209
1302,1,0.011012681
1310,1,0.001760229
1311,1,0.00892581
1312,1,0.007688689
1315,1,-0.001165676
1316,1,0.010482721
1324,1,0.006933723
1325,1,0.009484617
1331,1,0.011927541
1332,1,0.013627038
1335,1,0.009102189
1337,1,0.012743498
1339,1,0.013522365
1340,1,0.011651435
1345,1,0.007302964
1347,1,0.003117684
1351,1,0.008177438
1357,1,0.00912197
1358,1,0.012258045
1362,1,0.009975839
1364,1,0.008533492
1365,1,0.013129223
1371,1,0.004999329
1372,1,0.011404175
1379,1,0.012183867
1381,1,0.009467309
1384,1,0.012558053
1393,1,0.012516019
1396,1,0.010449753
1397,1,-0.001670085
1398,1,0.008760971
1403,1,0.012318211
1414,1,0.011787428
1426,1,0.006810917
1427,1,0.012029742
1428,1,0.012527558
1432,1,-0.002202517
1435,1,0.010110184
1441,1,0.010909656
1442,1,0.012208593
1449,1,0.010524755
1458,1,0.006872732
1461,1,0.009621434
1462,1,0.012145954
1464,1,0.010181065
1466,1,0.011190708
1467,1,0.010206615
1472,1,0.009489562
1474,1,0.010795093
1478,1,0.014254254
1486,1,0.0086019
1489,1,0.011562421
1495,1,0.004733937
